confidenceAtCutoff,integrityStatus,playerId,provinceCode,rank,recentActivityRequired,score,singleMatchDependencyRate,uniqueOpponents,validChallenges,weightedChallenges
0.5697,clean,player-04276,05,1,12,808.46,0.0553,13,27,21
0.5697,clean,player-00181,05,2,12,782.23,0.0553,14,28,22
0.5697,clean,player-03713,05,3,12,746.7,0.0553,10,22,18.5
0.5697,clean,player-00188,05,4,12,741.5,0.0553,12,26,20.25
0.5697,clean,player-00186,05,5,12,737.67,0.0553,12,24,20.75
0.5697,clean,player-03960,05,6,12,728.95,0.0553,12,16,15.5
0.5697,clean,player-00183,05,7,12,728.18,0.0553,15,31,23.25
0.5697,clean,player-03523,05,8,12,722.01,0.0553,10,21,19.25
0.5697,clean,player-03712,05,9,12,720.86,0.0553,10,23,18.25
0.5697,clean,player-03588,05,10,12,714.98,0.0553,15,35,25.25
0.6903,clean,player-01442,36,1,12,791.26,0.088,18,31,28.25
0.6903,clean,player-00892,36,2,12,768.41,0.088,19,30,28.25
0.6903,clean,player-00893,36,3,12,764.75,0.088,18,28,27.5
0.6903,clean,player-00895,36,4,12,764.1,0.088,18,30,28.25
0.6903,clean,player-00242,36,5,12,752.53,0.088,16,30,24.5
0.6903,clean,player-05052,36,6,12,750.36,0.088,14,18,18
0.6903,clean,player-00897,36,7,12,749.46,0.088,19,32,29.5
0.6903,clean,player-00894,36,8,12,740.34,0.088,20,34,28.75
0.6903,clean,player-03752,36,9,12,737.26,0.088,14,24,20.75
0.6903,clean,player-00898,36,10,12,735.91,0.088,18,27,26.5
0.5807,clean,player-00563,46,1,12,825.71,0.0457,27,48,28.25
0.5807,clean,player-02698,46,2,12,809.6,0.0457,26,37,29
0.5807,clean,player-01038,46,3,12,807.93,0.0457,16,27,24.25
0.5807,clean,player-04172,46,4,12,806.12,0.0457,20,29,26.5
0.5807,clean,player-04175,46,5,12,804.5,0.0457,20,29,26.25
0.5807,clean,player-06977,46,6,12,803.81,0.0457,21,33,27.25
0.5807,clean,player-00567,46,7,12,797.12,0.0457,27,48,29
0.5807,clean,player-04177,46,8,12,793.75,0.0457,20,30,26.5
0.5807,clean,player-04180,46,9,12,791.24,0.0457,15,24,20.5
0.5807,clean,player-03213,46,10,12,788.03,0.0457,18,23,23
0.72,clean,player-00906,14,1,12,807.82,0,20,34,27.75
0.72,clean,player-05196,14,2,12,798.81,0,20,32,25.75
0.72,clean,player-07988,14,3,12,792.89,0,14,19,18.5
0.72,clean,player-00909,14,4,12,791.63,0,16,26,23
0.72,clean,player-00907,14,5,12,789.81,0,16,27,23
0.72,clean,player-05193,14,6,12,789.02,0,20,31,26.75
0.72,clean,player-00908,14,7,12,787.32,0,18,29,26
0.72,clean,player-07987,14,8,12,786.36,0,17,23,22.5
0.72,clean,player-00901,14,9,12,782.17,0,20,32,27.25
0.72,clean,player-04067,14,10,12,781.65,0,16,28,26
0.6592,clean,player-02920,12,1,12,785.59,0.0858,21,42,26.75
0.6592,clean,player-02914,12,2,12,782.67,0.0858,19,43,26.25
0.6592,clean,player-02051,12,3,12,776.98,0.0858,16,23,22
0.6592,clean,player-02915,12,4,12,772.75,0.0858,20,43,25.5
0.6592,clean,player-09799,12,5,12,768.39,0.0858,17,23,22.5
0.6592,clean,player-01250,12,6,12,763.23,0.0858,13,22,21
0.6592,clean,player-09791,12,7,12,761.93,0.0858,14,24,22
0.6592,clean,player-02054,12,8,12,758.7,0.0858,15,24,21.75
0.6592,clean,player-02056,12,9,12,753.41,0.0858,15,23,21.75
0.6592,clean,player-03119,12,10,12,749.25,0.0858,22,36,27.75
0.6033,clean,player-05110,15,1,12,804.88,0.0947,14,26,22.75
0.6033,clean,player-00589,15,2,12,799.88,0.0947,22,35,29.5
0.6033,clean,player-05102,15,3,12,797.39,0.0947,14,27,21.75
0.6033,clean,player-07920,15,4,12,797.1,0.0947,15,25,23.25
0.6033,clean,player-05109,15,5,12,794.88,0.0947,14,24,19.75
0.6033,clean,player-05107,15,6,12,787.62,0.0947,13,26,21.75
0.6033,clean,player-08704,15,7,12,787.11,0.0947,16,23,21.75
0.6033,clean,player-09458,15,8,12,785.42,0.0947,15,26,24.5
0.6033,clean,player-03141,15,9,12,779.44,0.0947,22,31,29.5
0.6033,clean,player-08703,15,10,12,777.78,0.0947,16,21,19.75
0.5834,clean,player-06927,28,1,12,811.21,0.0969,21,30,29.5
0.5834,clean,player-06382,28,2,12,803.37,0.0969,22,27,26.5
0.5834,clean,player-05551,28,3,12,802.87,0.0969,22,30,28.75
0.5834,clean,player-07386,28,4,12,800.84,0.0969,12,15,14.5
0.5834,clean,player-05553,28,5,12,797.69,0.0969,24,34,29.5
0.5834,clean,player-02150,28,6,12,794.86,0.0969,25,42,29
0.5834,clean,player-05555,28,7,12,791.6,0.0969,21,30,29
0.5834,clean,player-05559,28,8,12,788.46,0.0969,21,30,29.5
0.5834,clean,player-03160,28,9,12,786.7,0.0969,21,30,29
0.5834,clean,player-05846,28,10,12,780.24,0.0969,15,21,21
0.6298,clean,player-04834,06,1,12,814.46,0.0339,12,32,23.25
0.6298,clean,player-04831,06,2,12,795.98,0.0339,11,33,23.5
0.6298,clean,player-04836,06,3,12,766.9,0.0339,12,32,23.75
0.6298,clean,player-04840,06,4,12,757.78,0.0339,12,25,22
0.6298,clean,player-04833,06,5,12,737,0.0339,12,33,22.5
0.6298,clean,player-04839,06,6,12,736.62,0.0339,12,32,24.75
0.6298,clean,player-00340,06,7,12,733.62,0.0339,16,43,21.75
0.6298,clean,player-08799,06,8,12,730.01,0.0339,11,22,19
0.6298,clean,player-03204,06,9,12,726.13,0.0339,12,22,19.25
0.6298,clean,player-05586,06,10,12,725.1,0.0339,9,21,16.25
0.7158,clean,player-02384,50,1,12,821.4,0.047,18,29,28
0.7158,clean,player-03425,50,2,12,814.61,0.047,18,36,27.25
0.7158,clean,player-05248,50,3,12,803.92,0.047,19,31,28.5
0.7158,clean,player-00351,50,4,12,791.3,0.047,15,37,26.5
0.7158,clean,player-00352,50,5,12,782.06,0.047,15,36,25
0.7158,clean,player-02387,50,6,12,777.5,0.047,17,27,26.5
0.7158,clean,player-08772,50,7,12,775.68,0.047,13,26,23.25
0.7158,clean,player-02388,50,8,12,775.6,0.047,17,28,26.75
0.7158,clean,player-05244,50,9,12,775.03,0.047,21,34,27.75
0.7158,clean,player-00356,50,10,12,774,0.047,14,35,25
0.5889,clean,player-07695,23,1,12,804.61,0.1667,13,19,17.25
0.5889,clean,player-07700,23,2,12,792.02,0.1667,14,22,19.75
0.5889,clean,player-02404,23,3,12,772.6,0.1667,18,27,24.75
0.5889,clean,player-07696,23,4,12,759.04,0.1667,13,19,17.25
0.5889,clean,player-07247,23,5,12,755.86,0.1667,15,21,21
0.5889,clean,player-01059,23,6,12,755.82,0.1667,22,36,28.25
0.5889,clean,player-09510,23,7,12,753.47,0.1667,13,16,16
0.5889,clean,player-09501,23,8,12,752.5,0.1667,12,15,14.5
0.5889,clean,player-07242,23,9,12,752.46,0.1667,12,18,18
0.5889,clean,player-07245,23,10,12,752.2,0.1667,11,17,16.5
0.6361,clean,player-00741,31,1,12,797.67,0.2088,13,29,25.25
0.6361,clean,player-01382,31,2,12,791.25,0.2088,14,32,26.25
0.6361,clean,player-00748,31,3,12,787.63,0.2088,13,26,22.75
0.6361,clean,player-00737,31,4,12,781.28,0.2088,17,48,26.25
0.6361,clean,player-00733,31,5,12,777.37,0.2088,18,50,28.5
0.6361,clean,player-09855,31,6,12,775.94,0.2088,12,26,21.75
0.6361,clean,player-00743,31,7,12,771.16,0.2088,12,32,23.25
0.6361,clean,player-00740,31,8,12,770.86,0.2088,18,47,28
0.6361,clean,player-02634,31,9,12,770.25,0.2088,11,26,19.5
0.6361,clean,player-09852,31,10,12,770.24,0.2088,12,24,20.75
0.6468,clean,player-07237,27,1,12,796.07,0.0418,13,25,21.75
0.6468,clean,player-00613,27,2,12,795.38,0.0418,22,38,28
0.6468,clean,player-00617,27,3,12,794.64,0.0418,24,45,27.75
0.6468,clean,player-00620,27,4,12,792.49,0.0418,21,38,29
0.6468,clean,player-00618,27,5,12,784.63,0.0418,23,39,28.25
0.6468,clean,player-07430,27,6,12,778.87,0.0418,13,22,19.75
0.6468,clean,player-00616,27,7,12,774.45,0.0418,24,37,29.5
0.6468,clean,player-05171,27,8,12,772.42,0.0418,14,20,19.5
0.6468,clean,player-03980,27,9,12,765.27,0.0418,14,21,20
0.6468,clean,player-03973,27,10,12,759.59,0.0418,18,26,24.75
0.6869,clean,player-06918,51,1,12,782.62,0.0652,12,23,21.25
0.6869,clean,player-07218,51,2,12,776.2,0.0652,11,19,16.75
0.6869,clean,player-06911,51,3,12,774.13,0.0652,13,22,20.25
0.6869,clean,player-06912,51,4,12,767.69,0.0652,12,24,21.5
0.6869,clean,player-08342,51,5,12,762.81,0.0652,10,18,16.5
0.6869,clean,player-08345,51,6,12,759.11,0.0652,9,21,17.5
0.6869,clean,player-09894,51,7,12,749.78,0.0652,13,27,21.5
0.6869,clean,player-09893,51,8,12,744.7,0.0652,13,24,20.25
0.6869,clean,player-01679,51,9,12,743.75,0.0652,10,28,20.5
0.6869,clean,player-06914,51,10,12,731.5,0.0652,13,24,22.25
0.5837,clean,player-08059,43,1,12,816.53,0.004,15,26,25
0.5837,clean,player-08055,43,2,12,813.93,0.004,16,29,27.25
0.5837,clean,player-08058,43,3,12,809.93,0.004,15,22,21
0.5837,clean,player-02438,43,4,12,807.43,0.004,20,30,29
0.5837,clean,player-02434,43,5,12,792.48,0.004,23,31,29.5
0.5837,clean,player-08977,43,6,12,789.69,0.004,13,16,15.5
0.5837,clean,player-06331,43,7,12,786.9,0.004,14,22,21.5
0.5837,clean,player-06334,43,8,12,781.1,0.004,16,26,25
0.5837,clean,player-02373,43,9,12,774.76,0.004,19,33,26.5
0.5837,clean,player-09832,43,10,12,774.73,0.004,14,17,17
0.6772,clean,player-02800,38,1,12,755.78,0.144,17,27,24.5
0.6772,clean,player-09608,38,2,12,752.2,0.144,13,15,15
0.6772,clean,player-08152,38,3,12,750.21,0.144,15,18,17.5
0.6772,clean,player-09609,38,4,12,744.43,0.144,14,17,17
0.6772,clean,player-02798,38,5,12,742.59,0.144,15,22,20.25
0.6772,clean,player-02793,38,6,12,742.24,0.144,19,31,28
0.6772,clean,player-04596,38,7,12,739.9,0.144,14,24,22.25
0.6772,clean,player-06999,38,8,12,738.05,0.144,14,22,21
0.6772,clean,player-02796,38,9,12,734.92,0.144,21,35,26.25
0.6772,clean,player-02797,38,10,12,734.49,0.144,20,32,27.25
0.6394,clean,player-01579,37,1,12,822.68,0.0625,18,24,23
0.6394,clean,player-03948,37,2,12,818.05,0.0625,16,30,26.5
0.6394,clean,player-01571,37,3,12,813.85,0.0625,15,22,21.5
0.6394,clean,player-01578,37,4,12,789.46,0.0625,20,29,27.5
0.6394,clean,player-09417,37,5,12,784.72,0.0625,16,22,22
0.6394,clean,player-09411,37,6,12,782.64,0.0625,19,25,24.5
0.6394,clean,player-08327,37,7,12,778.1,0.0625,13,21,20
0.6394,clean,player-02555,37,8,12,772.08,0.0625,17,27,27
0.6394,clean,player-09615,37,9,12,770.81,0.0625,11,17,17
0.6394,clean,player-02560,37,10,12,764.64,0.0625,14,23,22
0.5871,clean,player-01085,13,1,12,804.67,0.1087,13,26,23.25
0.5871,clean,player-01081,13,2,12,780.85,0.1087,13,27,23.25
0.5871,clean,player-01082,13,3,12,758.12,0.1087,12,27,22.5
0.5871,clean,player-08817,13,4,12,749.78,0.1087,15,20,19
0.5871,clean,player-06080,13,5,12,746.85,0.1087,16,21,20
0.5871,clean,player-08811,13,6,12,740.41,0.1087,15,18,17.5
0.5871,clean,player-01733,13,7,12,736.3,0.1087,17,24,22.75
0.5871,clean,player-09173,13,8,12,725.12,0.1087,15,22,20.25
0.5871,clean,player-09175,13,9,12,723.09,0.1087,15,21,19.75
0.5871,clean,player-01083,13,10,12,721.79,0.1087,12,24,20.75
0.6356,clean,player-02538,34,1,12,762.49,0.0354,14,32,24
0.6356,clean,player-00682,34,2,12,757.67,0.0354,16,34,24.25
0.6356,clean,player-00690,34,3,12,747.32,0.0354,15,35,22
0.6356,clean,player-02532,34,4,12,746.01,0.0354,15,30,24.25
0.6356,clean,player-07505,34,5,12,745.79,0.0354,13,28,21.75
0.6356,clean,player-02536,34,6,12,744.79,0.0354,14,31,22.75
0.6356,clean,player-06049,34,7,12,737.71,0.0354,16,24,21.25
0.6356,clean,player-02537,34,8,12,726.88,0.0354,15,34,22.25
0.6356,clean,player-00684,34,9,12,712.35,0.0354,15,33,23.75
0.6356,clean,player-02531,34,10,12,708.4,0.0354,14,30,22.75
0.7255,clean,player-01375,21,1,12,821.29,0.0068,25,40,28.25
0.7255,clean,player-09654,21,2,12,816.59,0.0068,12,19,18
0.7255,clean,player-09657,21,3,12,815.74,0.0068,14,21,21
0.7255,clean,player-09656,21,4,12,815.01,0.0068,13,21,19.25
0.7255,clean,player-01374,21,5,12,814.83,0.0068,21,38,27.25
0.7255,clean,player-03002,21,6,12,795.7,0.0068,14,26,23
0.7255,clean,player-01279,21,7,12,788.01,0.0068,29,42,29.5
0.7255,clean,player-02183,21,8,12,786.18,0.0068,17,28,25.75
0.7255,clean,player-05255,21,9,12,775.24,0.0068,18,33,27.75
0.7255,clean,player-05259,21,10,12,772.39,0.0068,17,27,26
0.4935,clean,player-09348,25,1,12,806.21,0.0972,15,21,19.75
0.4935,clean,player-08202,25,2,12,804.68,0.0972,12,25,21.75
0.4935,clean,player-05952,25,3,12,784.91,0.0972,14,33,24.75
0.4935,clean,player-04807,25,4,12,777.07,0.0972,19,31,28.25
0.4935,clean,player-05959,25,5,12,776.39,0.0972,15,32,26
0.4935,clean,player-08203,25,6,12,763.72,0.0972,12,25,22.25
0.4935,clean,player-02161,25,7,12,758.52,0.0972,12,18,16.25
0.4935,clean,player-08210,25,8,12,749.67,0.0972,12,21,19.5
0.4935,clean,player-02168,25,9,12,747.6,0.0972,10,19,16.25
0.4935,clean,player-08208,25,10,12,747.5,0.0972,12,22,19.25
0.6121,clean,player-06454,24,1,12,757.94,0.0315,13,28,22.75
0.6121,clean,player-06451,24,2,12,756.67,0.0315,15,28,24.25
0.6121,clean,player-05422,24,3,12,742.91,0.0315,13,26,21.5
0.6121,clean,player-01545,24,4,12,729.73,0.0315,11,27,20.5
0.6121,clean,player-02889,24,5,12,723.27,0.0315,12,18,15.75
0.6121,clean,player-01542,24,6,12,720.75,0.0315,11,24,20
0.6121,clean,player-01550,24,7,12,717.38,0.0315,10,22,17.25
0.6121,clean,player-05426,24,8,12,704.97,0.0315,13,26,21.25
0.6121,clean,player-01546,24,9,12,702.85,0.0315,11,22,18
0.6121,clean,player-00800,24,10,12,701.44,0.0315,15,33,25
0.5349,clean,player-06898,26,1,12,789.08,0.163,15,20,19.5
0.5349,clean,player-07046,26,2,12,781.54,0.163,10,16,15.5
0.5349,clean,player-01686,26,3,12,778.62,0.163,12,21,18.25
0.5349,clean,player-08337,26,4,12,778.52,0.163,14,20,19
0.5349,clean,player-05139,26,5,12,777.93,0.163,15,21,20.5
0.5349,clean,player-08123,26,6,12,774.78,0.163,14,19,19
0.5349,clean,player-09755,26,7,12,773.95,0.163,12,16,16
0.5349,clean,player-01690,26,8,12,772.8,0.163,13,20,19
0.5349,clean,player-09756,26,9,12,767.78,0.163,13,16,16
0.5349,clean,player-07044,26,10,12,767.35,0.163,9,15,13.5
,clean,player-06094,52,1,12,782.36,,10,30,15.5
,clean,player-06092,52,2,12,766.6,,10,31,16.5
,clean,player-06095,52,3,12,763.97,,9,32,15.5
,clean,player-06093,52,4,12,725.71,,10,29,16.5
,clean,player-06096,52,5,12,714.81,,9,28,15.5
,clean,player-06097,52,6,12,703.2,,9,27,13.5
,clean,player-00858,52,7,12,699.69,,11,39,15
,clean,player-05726,52,8,12,675.81,,7,25,13.25
,clean,player-05722,52,9,12,675.16,,8,23,15.25
,clean,player-05725,52,10,12,663.86,,9,27,15.25
0.7363,clean,player-05261,33,1,12,786.01,0.2637,10,15,13.75
0.7363,clean,player-05262,33,2,12,766.32,0.2637,8,15,13.75
0.7363,clean,player-09633,33,3,12,740.12,0.2637,11,21,19.5
0.7363,clean,player-09631,33,4,12,737.24,0.2637,12,19,18.5
0.7363,clean,player-09632,33,5,12,735.96,0.2637,10,15,14.5
0.7363,clean,player-09638,33,6,12,733.58,0.2637,11,18,16.75
0.7363,clean,player-03776,33,7,12,729.92,0.2637,13,24,20
0.7363,clean,player-09635,33,8,12,726.7,0.2637,12,17,16.5
0.7363,clean,player-08663,33,9,12,722.88,0.2637,9,20,16.25
0.7363,clean,player-09637,33,10,12,720.64,0.2637,12,18,16.75
0.6991,clean,player-01859,18,1,12,808.66,0.0321,25,39,28.5
0.6991,clean,player-09078,18,2,12,792.73,0.0321,15,24,21.75
0.6991,clean,player-09080,18,3,12,791.31,0.0321,15,25,23.25
0.6991,clean,player-09074,18,4,12,790.59,0.0321,17,29,24.25
0.6991,clean,player-09073,18,5,12,785.12,0.0321,17,31,27
0.6991,clean,player-01851,18,6,12,782.26,0.0321,26,45,27
0.6991,clean,player-01108,18,7,12,772.21,0.0321,17,25,24
0.6991,clean,player-09076,18,8,12,769.17,0.0321,12,23,19
0.6991,clean,player-01852,18,9,12,767.82,0.0321,27,45,28.25
0.6991,clean,player-09071,18,10,12,766.35,0.0321,14,26,22
0.5504,clean,player-03107,45,1,12,819.85,0.0882,18,29,27.5
0.5504,clean,player-06798,45,2,12,816.23,0.0882,14,18,17.5
0.5504,clean,player-03104,45,3,12,810.45,0.0882,20,29,28
0.5504,clean,player-01341,45,4,12,805.87,0.0882,14,25,21.75
0.5504,clean,player-01069,45,5,12,795.73,0.0882,20,39,26.25
0.5504,clean,player-06794,45,6,12,790.33,0.0882,16,24,22.25
0.5504,clean,player-03866,45,7,12,780.52,0.0882,16,23,22.5
